imo,sector,destination,top1,score1,top2,score2,top3,score3,top4,score4,top5,score5
9795658,CONTAINER,NL RTM,Rotterdam + code2,91,Port Gentil + code1,59,Le Trait + code1,57,Port Angeles + code1,56,Port Lincoln + code1,56
9435571,TANKER,PANJIN,Panjin + code1,100,Panjim + code1,83,Dangjin + code1,77,Nanjing + code1,77,Panjang + code1,77
9573878,TANKER,JP HKS,Honmoku (Jap) + code1,59,Samcheon Po + code2,55,Split + code2,55,Siam Bangkok Port + code2,55,Sihanoukville + code2,55
9731717,DRY,NL VLI,Flushing + code2,91,Velsen + code2,73,Vlaardingen + code2,73,Navlakhi + code1,57,Riga + code2,55
9490832,DRY,NEW ORLEANS,New Orleans + code1,100,New Holland + code1,73,Pusan New Port + code1,64,NEW YORK + code1,63,Newport News + code1,61
9208112,TANKER,ALIAGA,Aliaga + code1,100,Malaga + code1,83,Alang + code1,73,Agadir + code2,73,Palangga + code1,71
9749855,DRY BULK,"PORT SAID,SUEZ",Port Said + code1,100,Suez Port + code1,100,Port Saida + code1,75,Port Kaiser + code1,72,Port Eads + code1,70
9531739,DRY BULK,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
9201126,TANKER,JP OIP SYODEN 6,Koyo Dock (Jap) + code1,50,Port Sudan + code1,48,Posyet + code1,48,Providence + code1,48,Kamiiso (Jap) + code1,46
9480552,DRY,MA CHONG,Kwai Chung + code1,67,Machong + code1,67,"Richmond, VA + code1",63,Bonga + code1,62,Changsha + code1,62
9030230,DRY BULK,EEMRS,Egersund + code1,62,Vesteras + code1,62,Belem + code1,60,Pecem + code1,60,Tenes + code1,60
9813278,TANKER,CN/DLC KNM/W M,Panama Canal + code1,46,Chatham Docks U.K. + code1,45,"Sydney, N.S., Canada + code1",45,Albacora (S.B.M.) + code1,43,Tin Can Island + code1,43
9491812,TANKER,"SOYO, ANGOLA",Soyo + code1,100,Canoas + code1,59,Baglan Bay + code1,57,Aguilas + code1,56,Andoany + code1,56
9147758,DRY,CN ZJG,Zhangjiagang + code2,91,Fuzhou + code2,73,Guangzhou + code2,73,Nanjing + code2,73,Caojing + code2,73
9806225,DRY BULK,LORIENT,Lorient + code1,100,Lorain + code1,77,Corinto + code1,71,Lodingen + code1,67,Lorengau + code1,67
9729269,TANKER,US FPO,Fos + code1,67,Prescott (Usa) + code1,56,Pusan + code1,55,Jacobstad + code2,55,Osaka + code2,55
9633434,TANKER,FOR ORDERS,Porto Torres + code1,64,Port Rhoades + code1,64,Rhodes + code1,62,Randers + code1,59,Tres Fronteras + code1,58
9713894,DRY BULK,SG SIN PEBGB,Singapore + code2,59,St Petersburg (Usa) + code1,55,Bassein + code1,53,Messina + code1,53,Es Sider + code1,50
9442574,DRY,BD MGL,Mongla + code2,91,Budge Budge + code1,55,Gloucester + code2,55,Milford Haven + code2,55,Chittagong + code2,55
9114763,TANKER,DE STA>PL GDN,Pasir Gudang + code1+3,56,New Plymouth + code2+3,55,Penglai + code2+3,55,Dundee + code2+3,55,"Newport, Wales, U.K. + code2+3",55
9283710,TANKER,USHOU,Houston + code2,100,Homer + code2,80,Fuzhou + code1,73,Huzhou + code1,73,Shekou + code1,73
9337224,DRY BULK,US MSY,Phu My + code1,67,Moss + code1,60,St James + code1,57,Matsu + code1,55,Supsa + code1,55
9071557,DRY BULK,PA CTB,Cam Pha + code1,62,Toba + code1,60,TAICANG + code2,60,Castle Peak + code1,59,Ceuta + code1,55
9007764,DRY BULK,NL VLIBL RTM,Rotterdam + code2,59,Flushing + code2,59,Port Vila + code1,57,Northville + code1,55,Nigg Tmnl + code1,48
7920479,DRY BULK,KARASU TUR,Karatsu + code1,71,Ras Tanura + code1,70,Aratu + code1,67,Karsto + code1,62,Karskar + code1,59
8917869,DRY BULK,TR BDM,Torbay Harbour + code2,55,Marsaxlokk + code2,55,Madura + code2,55,Mongla + code2,55,Merak + code2,55
9479333,DRY,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
9435117,DRY BULK,YOKOHAMA,Yokohama + code1,100,Nyhamna + code1,67,Onahama + code1,67,Hamad + code1,62,Mokha + code1,62
9250438,DRY BULK,NO GTD,Da Nong + code1,62,Djeno + code1,55,Gando + code1,55,Torbay Harbour + code2,55,Aspra Spitia + code2,55
9403229,CONTAINER,ASHDOD,Ashdod + code1,100,Holyrood + code2,73,Kasado + code1,67,Shidao + code1,67,Ashland + code1,62
9340714,DRY BULK,P0RT HEADLAND,Port Hedland + code1,88,Eastland Port + code1,77,Hamad Port  + code1,70,Port Alma + code1,64,Port Dehoala + code1,64
9447005,DRY BULK,CN TAS,TAICANG + code2,80,Cinta + code1,73,Taixing + code2,73,Qingdao (formerly Tsingtao) + code2,73,Canoas + code1,67
9166821,DRY BULK,>BD CHITTAGONG,Chittagong + code1+3,100,Changhong + code1+3,64,Chita - LNG + code1+3,64,Chicago + code1+3,60,Chenjiagang + code1+3,58
8904381,DRY BULK,BME,Broome + code2,75,"Portsmouth, U.K. + code2",75,Bremen + code1,67,Broome + code1,67,Ube + code1,67
9155767,TANKER,NLRTM,Rotterdam + code2,100,Pernis + code2,60,Botlek + code2,60,Santarem + code2,60,Tramandai + code2,60
9725495,TANKER,USTPA > TTPTS,Point Lisas + code2+3,100,Point Fortin + code2+3,80,Galeota Point + code2+3,80,Port of Spain + code2+3,80,Trapani + code2+3,80
9309942,CONTAINER,CN GNS,Changshu + code2,73,Nansha + code2,73,Jinshan + code2,73,Yangshan + code2,73,Con Son + code1,62
9811921,DRY BULK,TRNEM,Nemrut Limani + code2,100,Gemlik + code2,80,Inebolu + code2,80,Trondheim + code1,71,Tema + code1,67
9499632,DRY BULK,DAVAO_PHILIPINES,La Paz (Philippines) + code1,71,San Carlos (Philippines) + code1,63,Santa Maria (Philippines) + code1,62,Toledo (Philippines) + code1,59,Aviles + code1,55
8900684,DRY BULK,YEYSK,Yeysk + code1,100,Yeosu + code1,60,Mukalla + code2,60,Yeysk + code2,60,Rostock + code2,60
9568500,TANKER,VE JOT,Tvedestrand + code2,73,El Bajo + code1,62,Vieux Fort + code1,62,Gove + code1,60,Porto Vesme + code1,59
9322877,CONTAINER,SGSIN WBGA,Singapore + code2,100,Messina + code1,59,Sibolga + code1,59,Bing Bong + code1,53,Gushikawa + code1,53
9423554,DRY,BDCGP,Chittagong + code2,100,Budge Budge + code1,60,Mongla + code2,60,Cilacap + code2,60,Copenhagen + code2,60
9757589,DRY BULK,"KRKDJ,KOR",Koror + code1,57,Okkye + code2,57,Kokura + code1,53,Kome Kribi + code1,53,Korsor + code1,53
9148582,TANKER,ES TAR,Tarragona + code2,91,Stade + code2,73,"Cartagena, Spain + code2",73,Garrucha + code2,73,Tarbert Island + code2,73
9671072,DRY,ESCOUMINS,Escombreras + code1,60,Coeymans + code1,59,Escravos + code1,59,Moulmein + code1,59,Squamish + code1,59
9712840,TANKER,AEHMI   !  0      H,Hamriyah + code2,57,Mina Khalid + code2,57,Bach Ho + code1,50,Cam Pha + code1,50,Hon Gai + code1,50
9695705,DRY BULK,JP HIC,Abashiri (Jap) + code1,56,Ichihara (Jap) + code1,56,Calicut + code2,55,Cilacap + code2,55,Hiroshima + code2,55
9528366,TANKER,ROSARITO.MX,Rosarito + code1,100,Rosarito + code2,62,Sakito + code1,59,"Rosario, Argentina + code1",57,Saint-Marc + code1,57
9714355,DRY BULK,ZA SDB > SG SIN,Singapore + code2+3,91,Bassein + code1+3,62,Messina + code1+3,62,Es Sider + code1+3,57,Nghi Son + code1+3,57
9451496,CONTAINER,TH LCH,Bach Ho + code1,62,Can Tho + code1,62,Ha Tinh + code1,62,Tha Sala + code1,57,Loch Striven + code1,56
9399026,CONTAINER,OPEN SEA,Odense + code1,71,Onega + code1,62,Onsan + code1,62,Penuelas + code1,62,San Sebastian + code2,62
8706973,TANKER,PORT KELANG,Port Kembla + code1,82,Port Kijang + code1,82,Port Hedland + code1,78,Port Reading + code1,78,Eastland Port + code1,75
9398266,TANKER,PH BTG,Batu Pahat + code1,62,Bath + code1,60,Naga + code2,57,Blyth + code1,55,Hartlepool + code2,55
9469209,TANKER,QUINTERO,Quintero + code1,100,Hunterston + code1,67,Iquitos + code1,67,Mukilteo + code1,62,Ennore + code2,62
9103350,DRY BULK,TR ALI,Tok Bali + code1,71,Jaluit + code1,67,Jebel Ali + code1,67,Algiers + code1,62,Calicut + code1,62
9094157,DRY BULK,RU ROV,Varandey + code2,73,Ordu + code1,60,Rio Tuba + code1,57,Myrtle Grove + code1,56,Dubrovnik - Ragusa + code1,55
9628946,DRY BULK,CARTAGENA,"Cartagena, Colombia + code1",100,"Cartagena, Spain + code1",100,Catania + code1,75,Ardalstangen + code1,67,Parana + code1,67
9407213,TANKER,LA PLATA,La Plata + code1,100,La Plata Roads/Zona Comun + code1,100,Mar del Plata + code1,77,Puerto Plata + code1,77,La Palma + code1,75
9380829,DRY,"QINGDAO,CN",Qingdao (formerly Tsingtao) + code1,82,Qinhuangdao + code1,67,Chongqing + code1,63,Anqing + code1,62,Ningbo + code1,62
9780976,DRY,OM SLL,Salalah + code2,91,Oslo + code1,60,Marshall + code1,57,Collo + code1,55,Khoms + code1,55
9685839,TANKER,NING BO,Bontang + code1,71,Bowling + code1,71,Bonga + code1,67,Bonny + code1,67,Dongying + code1,67
8812899,DRY BULK,SORONG,Sorong + code1,100,Jorong + code1,83,Moron + code1,73,Orange + code2,73,Onega + code2,73
9553282,TANKER,KOR ULSAN,Ulsan + code1,100,Borusan + code1,75,Ulsan + code2,71,Karlshamn + code1,67,Lushun Kou + code1,63
9584619,DRY,TANJUNG KAMPEH,Tanjung Bin + code1,78,Kuala Tanjung + code1,74,Tanjung Arus + code1,74,Tanjung Bakau + code1,74,Tanjung Bara + code1,74
9381756,TANKER,SG PEBGC,Safaga + code2,62,Bruges + code2,62,Pechenga + code1,50,Prescott (Usa) + code1,50,Supe Bay + code2,50
9356701,CONTAINER,KR PUS,Busan + code2,91,Ulsan + code2,73,Pusan + code1,55,Kristinestad + code2,55,Ponce + code2,55
8024167,DRY BULK,TEGAL,"Alexandria, Egypt + code2",80,Itea + code1,67,Tela + code1,67,Tema + code1,67,Montreal + code1,62
9410208,TANKER,HIGH SEA,Gela + code2,62,Seaham Harbour + code2,62,San Diego + code1,59,Sal Is. + code1,57,Withernsea + code1,56
9148439,DRY BULK,KETTERING,Everingen + code1,67,Eten + code1,62,Keelung + code1,62,Stettin + code1,62,Kemen + code1,57
9609263,DRY BULK,JAKARTA,Jakarta + code1,100,Djakarta + code1,93,Aokata + code1,77,Hakata + code1,77,Karita + code1,77
9481788,DRY BULK,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
9749130,TANKER,RU_KGD,Kronshtadt + code2,73,Truk + code1,60,Rugao + code1,55,Magadan + code2,55,Korsakov + code2,55
8907931,CONTAINER,CHITTAGONG BANGLADES,Chittagong + code1,100,Blang Lancang + code1,61,Tanjong Berlayer  + code1,56,Tanjung Merangas + code1,56,Bangsaphan + code1,53
9308390,CONTAINER,KRKAN,KWANGYANG + code2,80,Randers + code2,80,Taean + code2,80,Okrika + code1,73,Karskar + code1,67
9267675,DRY BULK,JP KSD,Hakodate + code2,73,Kawasaki + code2,73,Port Kaiser + code2,73,Kamaishi + code2,73,Kanda + code2,73
9588407,DRY,TWTXG,Taichung + code2,100,Taipei + code2,60,Galeota Point + code2,60,Trabzon + code2,60,Tanga + code2,60
9434735,DRY,FRFZS,Fos + code2,80,Jacobstad + code2,60,Kristinestad + code2,60,Marseilles + code2,60,Sao Francisco do Sul + code2,60
9434230,TANKER,FREEPORT BAHAMAS,"Freeport, (Grand Bahama Is.), Bahamas + code1",100,Port Freeport + code1,76,Hamad Port  + code1,69,"Freeport, Texas, U.S.A. + code1",67,Port Graham + code1,67
6926153,DRY BULK,SVENDBORG,Senbong + code1,75,Solvesborg + code1,74,Sonderborg + code1,74,Vyborg + code1,67,Kalundborg + code1,63
9715804,DRY,SG SIN->VN CPH,Naga + code2+3,73,Villanueva + code2+3,73,Ba Ngoi + code2+3,73,Chin Men + code1+3,57,Chumphon + code1+3,57
9518218,DRY BULK,LE LEGUE,Bellevue + code1,62,El Guamache + code2,62,Presque Isle + code1,60,Belledune + code1,59,Elnesvagen + code1,56
8915902,DRY BULK,KALUNDBORG  DE KAL,Kalundborg + code1,100,Aalborg + code1,58,"Nyborg, Denmark + code1",58,Eastland Port + code1,53,Kuala Tanjung + code1,53
6903010,TANKER,HDJH,Sharjah + code1,55,Djen-Djen + code1,50,Doha + code1,50,Hodeidah + code1,50,Whyndham + code1,50
8514057,TANKER,OPL,Okwori Opl 90 + code1,100,Palenque + code2,75,Sozopol + code1,60,Hopa + code1,57,Jolo + code1,57
9756004,TANKER,PALEMBANG,Palembang + code1,100,Alang + code1,71,Balamban + code1,71,Palangga + code1,71,Palma + code1,71
9492206,DRY BULK,CN TAO,Qingdao (formerly Tsingtao) + code2,91,TAICANG + code2,80,Can Tho + code1,77,Cinta + code1,73,Taixing + code2,73
9576272,DRY BULK,CAPE OF GOOD HOPE,Good Hope + code1,100,Cape Town + code1,62,Sandy Cape + code1,57,Cape Preston + code1,55,Cape Cuvier + code1,53
9145126,DRY BULK,NL DOR,Oran + code2,73,Coronel + code1,62,Doraleh + code1,62,Dortyol + code1,62,Dora + code1,60
9310616,DRY,"TOWNSVILLE,AU",Townsville + code1,100,Brownsville + code1,75,Tompkinsville + code1,69,Hahnville + code1,64,Jacksonville + code1,64
9331440,DRY BULK,KR-KPO,Kokura + code1,67,Kome Kribi + code1,62,Koko + code1,60,Okpo + code1,60,Pori + code1,60
9054028,DRY,>JP TXD (TOKUYAMA),Tokuyama + code1+3,100,Souma (Jap) + code1+3,58,Toyama + code1+3,57,Fukuyama + code1+3,52,Kesennuma (Jap) + code1+3,50
9766322,TANKER,ARM GUARD ONBOARD,Apra Harbor + code1,57,Amuay Bay + code1,54,Maldonado + code1,54,Ciudad Del Carmen + code1,53,Batu Ampar + code1,52
9419773,CONTAINER,SING,Shingu + code1,80,Flushing + code1,67,Hastings + code1,67,Saigo + code1,67,Sangi + code1,67
8812930,DRY BULK,CI ABJ,Ajaccio + code1,62,Bay City + code1,57,Anjung Kecil + code1,56,Jambi + code1,55,Kabil + code1,55
9398876,DRY BULK,GP PTP>US PEF,Naples (Usa) + code1+3,62,Piraeus + code1+3,62,Supe Bay + code2+3,60,Penuelas + code1+3,57,Prescott (Usa) + code1+3,56
9058505,DRY,JP KAR OFF /WA,Kanazawa (Jap) + code1,56,Karatsu + code2,56,Owase + code2,56,Jaffna + code1,53,Offshore Karimun Besar (Tsa) + code1,51
7814254,TANKER,NO BGO,Goole + code2,73,Ba Ngoi + code1,62,Cabo Negro + code1,62,Old Goa + code1,62,Bodo + code1,60
9434682,TANKER,"BALIKPAPAN,INDONESIA",Balikpapan + code1,100,Hakata / Kinoura + code1,53,Bahia Las Minas + code1,51,Kali Limenes + code1,50,Kanika Sandheads + code1,50
9377690,CONTAINER,HOCHI MINH,Chin Men + code1,67,Hachinohe + code1,63,Cochin + code1,62,Houshidian + code1,60,Ha Tinh + code1,59
9426001,DRY BULK,CN QDG,Anqing + code2,73,Shuidong + code2,73,Dandong + code2,73,Dafeng + code2,73,DALIAN + code2,73
9139268,DRY,ALEXANDRIA/EGYPT,"Alexandria, Egypt + code1",100,Alexandroupolis + code1,58,Eastland Port + code1,55,AES Andres + code1,54,Port Allen (Haw) + code1,53
9568237,DRY BULK,JP HRM,Honmoku (Jap) + code1,59,Abashiri (Jap) + code1,56,Ichihara (Jap) + code1,56,Haramachi + code2,55,Port Dina + code2,55
8873336,DRY BULK,SAINT-PETERSBURG,Petersburg + code1,100,St Petersburg (Usa) + code1,79,"St Petersburg, Russia + code1",78,Saint John + code1,67,Saint-Marc + code1,67
8405220,DRY,S R,St Rose + code1,60,Smalkalden + code2,57,St Clair + code1,55,Albacora (S.B.M.) + code1,50,"Albany, New York, U.S.A. + code1",50
9046992,DRY BULK,ID_BDJ,Banjarmasin + code2,91,Banyuwangi + code2,73,Jambi + code2,73,Jayapura + code2,73,Denpasar + code2,55
9628867,DRY BULK,"BATAAN,PH",Bataan + code1,100,Buatan + code1,67,Batu Pahat + code1,63,Bath + code1,62,Port Botany + code1,60
9244374,TANKER,SG PEBANYAN,Penang + code1,71,Banyuwangi + code1,67,Panjang + code1,67,Perawang + code1,63,KWANGYANG + code1,60
9274915,DRY,CNNDE,Ningde + code2,100,Ningde + code1,73,Onne + code1,67,Chandler + code1,62,Conneaut + code1,62
9430129,DRY BULK,THOROLD,Holyrood + code1,67,Toros + code1,67,Horta + code2,67,Ordu + code2,67,Tesoro + code1,62
9220990,DRY BULK,NEW CASTLE AU,Castle Peak + code1,71,Barra - Castle Bay + code1,63,New Amsterdam + code1,62,New Mangalore + code1,62,Steilene + code1,57
9104574,DRY,KAVKAZ,Kavkaz + code1,100,Kakhovka + code1,71,Kolaka + code1,67,Karskar + code1,62,Kasaoka + code1,62
9293131,TANKER,HOUSTON,Houston + code1,100,Hunterston + code1,71,Zhoushan + code1,67,Ketchikan + code2,67,Yonkers + code2,67
9159294,TANKER,PONTIANAK,Pontianak + code1,100,Putian + code1,67,Port Taranaki + code1,64,Constantza + code1,63,Puntarenas + code1,63
9701360,DRY,SNG PEBGB,Bata - Puerto Nuevo + code2,57,Ardrishaig + code2,57,Safaga + code2,57,Sunderland + code2,57,"San Nicolas, Peru + code2",57
9232981,CONTAINER,LIRQUEN,Lirquen + code1,100,Liuheng + code1,71,Rouen + code1,67,Buchanan + code2,67,Linden + code1,62
9752034,TANKER,MOMBASA,Mombasa + code1,100,Moma + code1,73,EMMASTAD + code1,67,Masan + code1,67,Masao + code1,67
8406779,DRY BULK,HALLSTAVIK,Hallstavik + code1,100,Vallvik + code1,71,Axelsvik + code1,67,Halmstad + code1,67,Vastervik + code1,63
9806897,DRY BULK,MYTRMT,Tanjung Manis + code2,73,Mayotte + code1,62,Yarmouth + code1,57,Guaymas + code2,55,Lutong + code2,55
9832418,DRY BULK,JP TRG,Tsuruga + code2,91,Otaru + code2,73,Takehara + code2,73,Tagonoura + code2,73,Tallaboa Bay + code2,60
9294288,TANKER,IT AUG,Geraldton + code2,73,"Gladstone, Qld., Australia + code2",73,Port Giles + code2,73,Jaluit + code1,67,Lugait + code1,67
8929472,TANKER,SPB,Pulau Bukom + code2,75,Paramaribo + code2,75,Palm Beach + code2,75,Spring Bay + code2,75,Sepetiba Bay + code2,75
9111149,DRY BULK,TRMAR,Marsaxlokk + code2,80,Ambarli + code2,80,Limas + code2,80,Marmaris + code2,80,Mersin + code2,80
9124237,TANKER,ULSAN,Ulsan + code1,100,Busan + code1,80,Pusan + code1,80,Anchorage + code2,80,Santo + code2,80
8817083,DRY BULK,"CAGAYAN_=""",Magadan + code1,67,Cagayan de Oro + code1,64,Araya + code1,62,Guayacan + code1,62,Bayside + code2,62
9269245,TANKER,SAYNB./ NLAMS,Yanbu + code2,100,Amsterdam + code2,100,Assab + code1,62,La Salina + code1,60,Namsos + code1,59
9215919,CONTAINER,PABLB - CRCAL,"Caldera, Costa Rica + code2",100,Balboa + code2,100,Calabar + code1,56,Cam Pha + code1,56,YANBU COMMERCIAL PORT + code1,56
9294783,DRY BULK,JP THS OFF,Ofunato + code2,67,Toyohashi + code2,67,Port of Jose + code1,55,Smiths Bluff + code1,55,test port + code1,53
9086526,DRY,LB KYE,Kiel + code1,60,Akyab + code1,55,Okkye + code1,55,Selby + code1,55,Mombasa + code2,55
8332100,DRY BULK,ROCND,Constantza + code2,100,Moron + code1,60,Onoda + code1,60,Prony + code1,60,Rodby + code1,60
9202821,TANKER,PANJANG,Panjang + code1,100,Padang + code1,77,Panjin + code1,77,Penang + code1,77,Rajang + code1,77
6909909,TANKER,GAETA,Gaeta + code1,100,Gretna + code1,73,Guanta + code1,73,Alta + code1,67,Gela + code1,67
9186948,TANKER,FREEPORT BAHAMAS,"Freeport, (Grand Bahama Is.), Bahamas + code1",100,Port Freeport + code1,76,Hamad Port  + code1,69,"Freeport, Texas, U.S.A. + code1",67,Port Graham + code1,67
9489235,DRY,ID CIG,Chignik + code1,62,Cezi Dao + code1,57,Chioggia + code1,57,Cigading + code1,57,Tsing Yi + code1,57
8648573,DRY BULK,KR PTK,Pyeong Taek + code2,91,Kerteh Port + code1,59,Port Kaiser + code1,59,Port Khorly + code1,59,Keret + code1,55
9661455,TANKER,RAFFLES ANCHORAGE,Anchorage + code1,100,Tioman Anchorage + code1,72,Taboneo Anchorage + code1,71,Muara Berau Anchorage + code1,69,Muara Pantai Anchorage + code1,69
9241322,CONTAINER,CNSHA>CNNGB,Ningbo + code2+3,100,Nantong + code2+3,80,Nanjing + code2+3,80,Ningbo + code2+3,80,Ningbo + code1+3,73
9374557,TANKER,ROTTERDAM,Rotterdam + code1,100,Amsterdam + code1,67,Mosterhamn + code1,63,Drogheda + code1,59,Tekirdag + code1,59
8814122,TANKER,ARPA,Parana + code2,89,Apia + code1,75,Napa Napa + code1,75,Agria + code1,67,Apapa + code1,67
9728112,DRY BULK,CEBU,Cebu + code1,100,Ceuta + code1,67,Buenaventura + code2,67,Cebu + code2,67,Abu Al Bukhoosh + code2,67
9487586,DRY,BUENAVENTURA,Buenaventura + code1,100,Buffalo Venture + code1,67,Muara Bunati + code1,67,Jabiru Venture + code1,62,Barentsburg + code1,61
9060247,DRY,GRESIK-INDONESIA,Gresik + code1,100,AES Andres + code1,54,East London + code1,52,Ikornes + code1,52,Manfredonia + code1,52
8225723,CONTAINER,BERING SEA,Aberdeen (Usa) + code1,64,Brisbane (Usa) + code1,64,Faeringehavn + code1,64,Nuevo Berlin + code1,64,Everingen + code1,63
9441879,DRY,"KARIMUN,INDONESIA",Karimun + code1,100,"Okha, India + code1",59,Offshore Karimun Besar (Tsa) + code1,58,De Kastri + code1,54,Bandar Lampung + code1,52
9321718,TANKER,RIO DE JANEIRO,Rio De Janeiro + code1,100,Rio De Janeiro   + code1,100,PUERTO DEL ROSARIO + code1,62,Puerto De Hierro + code1,60,Puerto Viejo de Azua + code1,59
8323654,DRY,CHITTAGONG,Chittagong + code1,100,Changhong + code1,74,Chita - LNG + code1,74,Chicago + code1,71,Changwon + code1,67
9307750,TANKER,IN ENR,Nauru + code2,73,Mersin + code1,67,Derince + code1,62,Kendari + code1,62,Eren + code1,60
8712245,TANKER,DOBO,Dobo + code1,100,Jobos + code1,67,Yombo + code1,67,Barahona + code2,67,"Puerto Bolivar, Colombia + code2",67
9548976,CONTAINER,ID-SBY,Visby + code1,73,Surabaya + code2,73,Pulo Bunyu + code2,73,Sabang + code2,73,Galisby + code1,62
7226093,DRY BULK,RU ROV,Varandey + code2,73,Ordu + code1,60,Rio Tuba + code1,57,Myrtle Grove + code1,56,Dubrovnik - Ragusa + code1,55
9713777,DRY BULK,US  PDX,Ducos + code1,55,Pusan + code1,55,Busan + code2,55,"Portland, Oregon, U.S.A. + code2",55,Paysandu + code2,55
9020417,TANKER,ESBJERG,Esbjerg + code1,100,Tonsberg + code1,67,Trelleborg + code2,67,Escee + code2,67,Hemnesberget + code1,63
9288409,CONTAINER,ID TPP> ID SUB,Surabaya + code2+3,91,Dublin + code2+3,73,Sabang + code2+3,73,Muara Berau Anchorage + code2+3,73,Satui + code2+3,73
8906286,DRY BULK,SE STV,St Rose + code1,77,Ostrand + code2,73,Ystad + code2,73,Vasteras + code2,73,Stenungsund + code2,73
9294159,CONTAINER,CN NBO,Ningbo + code2,91,Nanaimo + code2,73,Ningbo + code2,73,Ningbo + code1,67,Can Tho + code1,62
9405485,DRY,ORDER,Ordu + code1,67,Randers + code1,67,Bordeaux + code1,62,Orkanger + code1,62,Derby + code1,60
9781712,DRY BULK,NTL AU,Newcastle + code2,91,Northern Endeavour + code2,73,Port Alma + code2,73,Antalya + code1,62,Antilla + code1,62
9505601,DRY BULK,KRISTIANSAND,Kristiansand S. + code1,100,Kristiansund N. + code1,85,Kristinestad + code1,83,Kristinehamn + code1,75,Christiansted + code1,72
9596545,TANKER,CRISTOBAL-PANAMA,Cristobal + code1,100,Panama + code1,100,Panama Canal + code1,71,Krishnapatnam + code1,62,Pampa Melchorita + code1,62
8900476,DRY,ZHOU SHAN,Hangzhou + code1,82,Changzhou + code1,78,Zhangzhou + code1,78,Ao Shan + code1,75,Shantou + code1,75
8857992,DRY BULK,POTI,Poti + code1,100,Pori + code1,75,Motui + code1,67,Ukpokiti + code1,67,Otaru + code2,67
9604287,DRY,CJK,Luanjiakou + code2,75,Cork + code1,57,Gocek + code1,50,Kuchinotsu + code2,50,Kribi + code2,50
8608664,DRY BULK,JAKARTA,Jakarta + code1,100,Djakarta + code1,93,Aokata + code1,77,Hakata + code1,77,Karita + code1,77
9689706,DRY BULK,CN TAS,TAICANG + code2,80,Cinta + code1,73,Taixing + code2,73,Qingdao (formerly Tsingtao) + code2,73,Canoas + code1,67
9392468,TANKER,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
9450234,DRY BULK,ROTTERDAM,Rotterdam + code1,100,Amsterdam + code1,67,Mosterhamn + code1,63,Drogheda + code1,59,Tekirdag + code1,59
9143556,CONTAINER,PAMIT,Paita + code1,80,Amchit + code1,73,Paiton + code1,73,Sampit + code1,73,Prai + code1,67
9758583,DRY,BILBAO,Bilbao + code1,100,Pagbilao + code1,71,Balboa + code1,67,Bijela + code1,67,Braila + code1,67
9283007,CONTAINER,KE MBA GAURD ONBOAR,"Nyborg, Denmark + code1",55,Port Kembla + code1,53,Areia Branca + code1,52,Marina de Carrara + code1,50,Nikolaevsk On Amur + code1,49
9704594,CONTAINER,JP TYO R EA,Tokyo + code2,62,Port Eads + code1,60,Porto Marghera + code1,56,Puerto Cabezas + code1,56,Puerto Deseado + code1,56
9417751,TANKER,MIZUSHIMA,Mizushima + code1,100,Mitsukoshima + code1,76,Iyomishima + code1,74,Matsushima + code1,74,Tsushima + code1,71
9284829,TANKER,JP UKB,Kobe + code2,91,Ube + code2,73,Kuchinotsu + code2,55,Aburatsu + code2,55,Hakodate + code2,55
9250153,TANKER,ID JKT,Jakarta + code2,91,Kalianget + code2,73,Jabung Batanghari Marine Terminal + code2,73,Kuala Tanjung + code2,73,Offshore Karimun Besar (Tsa) + code2,73
9503524,DRY BULK,NL AMS,"San Nicolas Coastal Inner Harbour, Aruba (Netherlands) + code2",73,Samsun + code1,67,Mamonal + code1,62,Kamyshin + code1,57,Karmsund + code1,57
9713545,TANKER,JAPAN,"Shimizu, (Honshu), Japan + code1",100,Nakanoseki + code2,80,Yanai + code2,80,Hannan + code2,80,Saipan + code1,73
9712917,DRY,PORTRHOADES,Port Rhoades + code1,96,Rhodes + code1,71,Port Royal (Sc) + code1,67,Portland (Texas) + code1,64,Porto Vesme + code1,64
9733533,TANKER,KAZ IRAQ,Khor al Zubair + code2,77,Khor-al-Amaya + code2,62,Bahregan + code2,62,La Guaira + code1,59,Igarka + code1,57
9590826,DRY BULK,ARMED GUARDS ONBORD,Ciudad Del Carmen + code1,56,Apra Harbor + code1,53,Grenland Harbour + code1,51,Barbers Point + code1,50,Port Chalmers + code1,50
9030486,DRY BULK,GBPLY,"Plymouth, U.K. + code2",100,Londonderry + code2,80,Blyth + code2,80,Holyhead + code2,80,"Portland, U.K. + code2",80
9796107,TANKER,RAMBA0TO0MUNTOK,Hambantota + code1,56,Porto Amboim + code1,52,Ambon + code1,50,Punta Camacho + code1,50,Rabat + code1,50
