881,546,725,217,738,426,696,365	0
274,427,725,87,853,509,696,365	0
881,546,725,217,738,902,696,365	0
274,427,725,87,853,600,696,365	0
881,546,725,217,738,823,696,365	0
305,878,113,104,41,629,109	1
274,427,725,87,853,220,696,365	0
274,427,725,87,853,782,696,365	0
881,546,725,217,738,581,696,365	0
274,427,725,87,853,433,325,365	0
881,546,725,217,738,304,325,365	0
274,427,725,87,853,85,754	0
881,546,725,217,738,515,325,365	0
274,427,725,87,853,870,325,365	0
274,427,725,87,853,559,325,365	0
274,427,725,87,853,722,325,365	0
274,427,725,87,853,27,325,365	0
881,546,725,217,738,572,27,325,365	0
274,427,725,87,853,837,325,365	0
662,546,725,217,738,572,837,325,365	0
274,427,725,87,853,504,325,365	0
881,546,725,217,738,572,504,325,365	0
274,427,725,87,853,456,325,365	0
881,546,725,217,738,572,456,325,365	0
274,427,725,87,853,337,325,365	0
274,427,725,87,853,812,325,365	0
881,546,725,217,738,572,812,325,365	0
274,427,725,87,853,880,325,365	0
881,546,725,217,738,572,880,325,365	0
274,427,725,87,853,365,325,365	0
881,546,725,217,738,572,365,325,365	0
274,427,725,87,853,497,325,365	0
881,546,725,217,738,153,325,365	0
274,427,725,87,853,115,325,365	0
884,180,537,142,723,257	2
274,427,725,87,853,70,325,365	0
881,546,725,217,738,692,325,365	0
274,427,725,87,853,480,325,365	0
881,546,725,217,738,426,325,365	0
884,180,537,142,723,613	2
274,427,725,87,853,382,325,365	0
881,546,725,217,738,417,325,365	0
274,427,725,87,853,493,325,365	0
274,427,725,87,853,509,325,365	0
881,546,725,217,738,572,509,325,365	0
521,914,244,691,33,506,121,219	0
494,712,534,799,280,606	0
595,740,629,225,781,395,217,855	1
779,728,422,846,725,38,311	0
799,280,402,38,564	0
671,897,161,259,725,38	0
292,653,815,97,736,634,712,534	0
377,521,746,564,355,631,217,312	0
292,653,223,761,553,783,191	0
807,460,217,239,465,485,38,708	0
179,292,95,783,227,38,708	0
807,460,642,161,494,712,244,38	0
292,653,217,914,326,38,697	0
745,406,875,797,213,141	1
128,315,343,96,850,38,311	0
799,280,441,610,266,280,897,726	0
38,697,384,128,465,441,282,439	0
884,180,537,142,723,434	2
807,642,161,494,712,244,38	0
203,384,266,280,38,494,712,534	0
521,217,675,550,498,223,725,38	0
43,799,280,687,546,38	0
807,161,217,747,244,725,38	0
203,384,41,427,725,355,546,38,697	0
114,571,41,681,516,445,89	1
799,280,523,712,36,137,38	0
807,460,254,571,228,169,97,725,38	0
270,799,523,712,866,571,41,355	0
884,180,537,142,723,40	2
150,901,403,807,523,244,38	0
266,217,799,197,43,38,282,716	0
495,403,340,239,6,619,97,38	0
427,725,355,619,546,38,97,716	0
324,340,296,492,38,761,716	0
521,227,311,316,416,725,38	0
43,799,634,766,416,38	0
884,180,537,142,723,504,781	2
521,227,355,378,416,725,38	0
164,225,41,355,38,494,712,371	0
521,227,217,249,821,223,725,38	0
546,38,773,730,97,441,862	0
521,914,423,697,725,38,728	0
799,444,743,541,79,233,465	0
164,217,43,799,523,38,311	0
338,474,225,781,395,217,855	1
266,280,406,885,725,38,697	0
623,595,361,799,244,38,697	0
807,161,217,377,521,779,6,402,38	0
799,523,270,427,422,38	0
884,537,872,723,456,781	2
150,119,716,807,460,161,751,244,38	0
185,523,712,471,38,371	0
38,95,33,217,841,506,791,96,850	0
564,225,914,799,523,712,36	0
884,774,217,795,142,723,456,781	2
377,521,412,441,166,439,725,792	0
799,523,43,266,651,770	0
762,441,766,725,266,425,327	0
427,725,223,681,505,751,270	0
737,161,19,725,38,673,624	0
799,523,36,816,278,679	0
523,400,843,38,708	0
523,400,843,38,708	0
41,26,357,642,161,441,906	0
38,697,716,355,846,541,278	0
377,521,187,791,96,850,38,697	0
846,444,38,494,712,282	0
496,484,845,176,783,807,441,564,420	0
634,451,541,442	0
762,108,438,846,771,97	0
239,227,81,33,187,792	0
595,799,638,35,41,355,441,529	0
877,523,712,9,43,205,897,9,700,51	1
203,384,807,403,41,38,697,716	0
227,488,915,473,252,595,799,751,270	0
521,897,906,749,571,844,441,427,38,11	0
41,846,444,595,546,751,270	0
266,897,170,726,38,35	0
84,774,799,897,419,244,546,38	0
239,227,697,712,121,725,38	0
41,569,799,225,813,31,402,38,97	0
884,537,872,723,337,781	2
521,227,562,880,682,783,137,38	0
227,154,96,915,379,252,449,799,402,38	0
513,683,755,88,728,41,38	0
203,384,427,217,227,38,194,316	0
876,590,121,427,725,38	0
507,760,697,798,606,225,41,355	0
521,227,564,293,441,241,642,161	0
38,429,316,728,571,622,274,420	0
799,523,43,38,358,194,316	0
652,340,364,753,91	1
899,840,791,607,840,393	1
35,521,779,6,230,38,712,534	0
891,225,813,31,458,41,569,799	0
521,327,531,709,725,38,697,716	0
681,799,270,546,38,673,624	0
374,160,633,845,267,546,266,441,726	0
239,227,311,686,41,427,38,712,534	0
266,638,659,618,355,796,270	0
747,630,589,244,427,38	0
595,799,388,716,421,774,638,212	0
747,465,499,712,41,95,340,427,725,38	0
43,799,546,725,355,523,712,9,673,624	0
747,817,358,856,427,725,38,311	0
546,835,225,41,881,652,311,327,225,536,914,424,845,176,783	0
41,618,355,799,406,57,57,756,546,799,638,35,170	0
239,217,33,779,6,197,862,521,892,556,441,816,712,244,725,38,117	0
783,756,355,406,270,57,756,214,179	0
41,821,225,41,139,814,638,327,108,740,41,38,340,427,725	0
881,774,498,358,508,41,799,840,132,214,179	0
807,642,224,217,521,26,366,345,121,427,725,38	0
612,167,712,241,807,642,403,431,41,821,225,709,441,766,327	0
150,227,564,41,821,225,41,813,31,523,712,9,780	0
881,217,364,858,845,894,610,225,681,546,835,225,352,217,386,772,541,894,564,225,799,225,41,813,31	0
41,266,280,406,850,712,726,217,41,799,840,681,546,523,712,9,270	0
408,528,406,157,743,212,718,277,197,481,41,615	1
779,475,225,359,62,262,343,96,850,427,725,38,311,316	0
203,384,427,725,38,881,546,38,358,194,316	0
427,725,38,424,41,603,739,610,225,781,80,723	0
518,752,441,123,43,546,799	0
355,275,683,41,266,280,169,97,427,725,38	0
799,840,524,421,564,334,406,179	0
521,110,803,158,427,725,868,576,691,97	0
817,340,518,752,111,775,427,725,673,624	0
41,19,340,885,553,41,266,540,638,276,845,235,244,840,41,38	0
239,227,197,343,96,850,137,725,38	0
310,311,914,311,732,41,824,473,758	0
518,752,545,654,427,725,38	0
226,340,41,329,518,821,523,712,866,571,41,546,725,355	0
274,794,629,557,225,7,840,873,322,94	1
60,779,6,406,43,137,427,725,38	0
747,465,494,712,866,571,546,38	0
521,427,725,914,697,712,243,789,191,66,299,455	0
19,340,885,553,41,266,540,244,546,38	0
521,399,518,412,358,333,133,227,355	0
266,885,19,402,97,507,760	0
681,306,73,329,774,486,558,794,640,354	1
807,217,41,555,161,586,427,725,355	0
490,38,75,384,885,266,217,786,292,653	0
180,537,733,176,263,406,683,712,9,491	1
33,251,518,97,245,58,502,225,486,824,682	1
266,885,799,468,355,406,719	0
41,71,161,812,180,537,92	1
725,371,716,391,150,872,694,427,647	0
266,280,523,712,726,217,244,41,355	0
33,583,907,774,822,539,225,441,126,828	1
521,427,424,824,682,57,391,239,872,694,914,564	0
733,799,229,606,879,210,760,214,783	0
482,488,266,217,641,197,461,712,534,225,41,759,824,473	1
139,814,53,586,427,38	0
288,208,639,96,368,828,467,669	1
747,494,712,244,427,38	0
507,760,311,716,427,725,355,441,867,244,439	0
605,289,41,486,215,225,41,594,446	1
33,779,6,217,521,427,725,642,775,624,571,355	0
266,44,301,733,799,606,740,41,355	0
101,21,541,712,55	1
725,38,320,571,122,340,540,712,521,33,518,752	0
199,266,217,799,244,41,355	0
792,239,914,619,355,154	0
490,355,406,240,733,799,638,182	0
525,639,238,339,10,349,74	1
765,619,97,427,725,38	0
179,799,195,914,311,716	0
747,465,494,712,133,725,38	0
569,799,225,41,813,31,148,244,41,355	0
521,216,533,670,103,2,198,712,415	1
821,225,813,31,638,879,340,693,137,427,38	0
454,435,665,41,500,1,644	1
715,848,781,897,9,41,473,340,41,518,752	1
765,564,746,355,708	0
490,355,523,712,16,88,97,41,507,760	0
83,787,619,204,105,744,712,356	1
521,427,725,642,311,840,459,785,723	0
656,53,52,202,743,441,18,881	0
19,840,807,634,161,244,41,355	0
41,799,280,638,179,244,840,41,355	0
521,779,6,406,43,725,38,197,673,624	0
199,540,340,266,217,799,244,546,38	0
103,112,478,340,648,570,467,829,309	1
671,217,807,241,642,403,431	0
490,355,523,712,16	0
43,521,217,680,779,6,121,427,38	0
355,638,367,716,61,635,751,597	0
688,705,406,255,467,33	1
459,242,521,227,315,697,244,41,427,725,355	0
729,195,225,799,121,427,725,38	0
894,610,225,914,799,280,244,355	0
756,788,406,865,143,406,237	1
807,161,642,712,244,427,725,38,584	0
799,280,523,712,244,41,355	0
409,897,672,660,840,605,595	1
44,225,41,813,31,244,41,355	0
799,280,523,712,244,41,355	0
521,914,217,747,244,355	0
264,828,530,316,204,105,373,486,840,106,785,682	1
5,225,41,814,340,399,804,161,521,642	0
266,280,402,41,355,97	0
807,161,274,799,389	0
914,380,712,845,915,473,57,266,327,885	0
814,340,399,514,161,501,340,521,338,427,725,642	0
38,173,743,41,266,217,799,541,894,2	0
367,5,217,830,90,6,137,725,355	0
490,355,311,744,266,217,799,751,244,38	0
747,465,624,427,725,38	0
266,280,885,523,712,244,41,490,355	0
264,828,340,302,387,460,171,826,225,503	1
239,6,217,813,31,821,121,41,355	0
178,350,523,712,16,813,31,799,214,179	0
877,159,314,45,217,909,845,915,58,844,473,783	1
355,406,673,624,467,199,266,217,799	0
914,311,681,799,406,179	0
884,246,142,723,493,781	2
186,681,799,523,712,244,41,355	0
912,800,845,903,183,181,225,33	1
765,523,712,244,41,355	0
19,840,805,266,358,35	0
204,348,72,340,90,387,704,204,105	1
521,227,311,639,96,850	0
524,799,523,712,244,41,355	0
884,180,537,142,723,509,781	0
5,161,521,642,244,41,355	0
90,328,627,97,107	1
747,465,244,41,355	0
881,914,311,316,80,723	0
806,208,106,206,447,26,827,401	1
813,31,821,285,895,41,427,355	0
199,266,217,799,244,41,546,355	0
41,355,340,543,131,595,897,93,666,720,193	1
747,244,41,427,725,355	0
179,799,523,712,244,41,355	0
765,638,845,894,319,571,41,355	0
884,180,537,142,723,220,781	0
555,161,653,345,521,227,311,840,871,785,723	0
274,490,266,441,9,882,659	0
725,857,845,518,752,670	0
914,362,548,266,634,712,726	0
19,340,845,610,225,521,642,402,41,355,97	0
355,406,869,217,441,282,196,439	0
377,521,518,752,856,274,227,355,801	0
884,180,537,142,723,782,781	0
239,161,521,642,389	0
427,708,88,41,546,355,862	0
239,914,423,35	0
43,799,121,355	0
388,225,274,242,227,355,586,41,427,38	0
211,227,564,355,378	0
521,719,725,260,311,712,880,682,57	0
37,22,340,663,41,818,644,586,41,355	0
414,19,840,377,521,518,392,244,725,38	0
41,621,225,266,280,422,355,846	0
33,779,217,239,914,6,121,41,355	0
799,378,202,227,119,840,106,785,723	0
274,518,746,564,886,355,846	0
914,610,736,350,596,783	0
884,180,537,142,723,290,781	0
155,217,521,779,6,244,41,355	0
427,725,708,32,881,546,355	0
24,124,778,552,725,863,217,203,41,427,355	0
61,635,808,217,421,799,244,355	0
884,656,142,723,171,781	2
41,821,225,41,813,31,4,41,355	0
490,751,719,132,232,308,467,865	0
239,227,423,311,14,41,355	0
199,41,266,217,799,169,41,355,97	0
521,779,315,406,343,96,850,712,624,427,355	0
914,35,716,266,634,712,726	0
541,79,2,225,774,217,689,355,406,651,13	0
377,521,518,752,523,712,32,41,427,355	0
799,411,240,217,266,367	0
807,642,161,494,712,169,41,427,355,97	0
266,280,885,507,760,424,845,901,783	0
521,227,801,712,660,41,355,731	0
266,280,523,712,726,490,796,186	0
884,180,537,142,723,268,781	2
521,227,217,5,404,41,355,97	0
19,767,41,5,897,32,297,799,36,41,355	0
490,266,523,712,726	0
807,774,54,712,78,642,358,575,170,367	0
490,311,845,799,280,574,712,36	0
521,779,315,378,690,355,846	0
736,350,311,490,799,406,850,712,36	0
681,655,381,655,339,840,794,629	1
33,779,6,402,41,355,97	0
202,227,638,508,840,106,785,723	0
825,914,402,38,327,97	0
610,225,41,599,340,719,260,223,355,846	0
507,760,340,490,728,355,746,564	0
65,441,360,41,25,340,106,242,387,225,347,822	1
552,593,383,767,161,897,494,660,41,355,731	0
490,799,406,651,13,217,266,406,751,63	0
204,387,208,539,225,717	1
876,774,432,464,709,775,624,571,41,427,355	0
490,407,350,523,712,11	0
521,892,556,121,427,725,38	0
13,799,225,41,397,351,636,523,712,78,202,914	0
19,340,845,621,225,266,197,144,41,355	0
271,760,909,176,834,539	0
719,725,260,530,712,41,283,225,70,682	0
266,327,608,660,253,546,355	0
774,204,387,300,83,524,595,355	1
552,554,778,219,424,41,603,248,140,626,225,446	0
552,554,778,881,546,266,897,9,327,659	0
552,53,568,842,783,217,57,756,350	0
521,427,725,914,35,121,41,355	0
202,227,35,541,894,2,225,41,799,280	0
552,734,606,345,406,343,96,850,725,38,388	0
881,227,634,712,371,490,266,441,327,659	0
657,406,33,149	1
41,319,340,645,53,638,367,41,355,638,510,712,707	0
396,53,422,41,266,340,132	0
65,427,147,420,311,684,398,826,225,41,713,340,781	1
41,350,340,284,217,222,810,490,266,897,278	0
490,38,225,41,329,479,727,652,424,845,915,473,783	1
521,227,315,311,712,121,427,725,355	0
881,546,835,311,840,735,785,682	0
204,387,358,710,176,162,889	1
239,914,423,35,712,121,41,355	0
41,350,340,284,217,222,790,314,26,368,539	0
552,606,676,96,850,427,355,311,744,712,567,53	0
50,310,311,316,914,534	0
179,266,217,43,799,38,624	0
33,506,315,702,355,610	0
490,355,523,712,371,316	0
521,585,315,687,728,427,355	0
132,507,28,406,719,490,38,327,728	0
521,779,6,378,712,121,427,355	0
883,635,406,342,490,523,712,36	0
680,217,521,187,36,712,121,41,427,355	0
490,355,523,712,36	0
521,617,6,179,244,41,355	0
490,355,327,378	0
41,534,225,521,26,366,345,250,41,427,355	0
43,799,507,760,523,712,371	0
437,537,300,571,838,542,595	1
377,521,518,556,197,327,885,712,121,355,846	0
657,406,452,490,355,406,327,43	0
41,329,127,833,483,566,474,638,809,76	1
521,227,697,639,96,850,29,587,711	0
19,840,807,460,161,217,377,521,392,133,41,38	0
914,697,490,355,721	0
747,465,169,97,41,427,355	0
799,840,490,214,179	0
552,774,734,487,664,887,624,571,41,427,355	0
490,355,523,712,36	0
43,779,6,712,32,41,427,355	0
132,185,23,712,16	0
807,134,327,78,642	0
747,465,169,97,41,355	0
43,799,784,225,35,227	0
33,779,6,654,427,355	0
490,799,634,712,36	0
83,12,660,390,462,463	1
343,6,340,242,187,121,41,731,340,427,355	0
490,266,406,885,428,712,186,750,345	0
904,394,225,377,521,518,910,375,41,355,97	0
490,266,406,885,428,712,186,750,345	0
41,350,174,284,217,222,225,881,86,13	0
807,64,712,78,642,660,355,846	0
490,266,608,244,38	0
719,725,260,311,712,845,844,473,57,712,660,355,846	0
490,799,425,743,38,596,13	0
33,779,6,654,355,846	0
19,340,521,227,422,355,846	0
490,799,425,743,38,596,13	0
239,914,195,654,427,725,38	0
90,637,370,180,849,712,660,768,733,629	1
33,779,6,654,41,427,355	0
881,490,227,697,316	0
544,779,6,660,846,225,41,427,725,355	0
269,490,799,441,327,32,41,355	0
377,521,910,244,41,427,355	0
266,388,727,38,353,544	0
414,19,840,377,521,910,244,41,355	0
490,355,523,712,596,179	0
495,564,225,239,914,6,121,41,355	0
756,788,327,654,490,355	0
747,465,660,355,846	0
490,355,523,712,36,845,799,280,371	0
719,725,260,599,638,530,677,712,660,427,725,38	0
490,355,634,712,36,80,234	0
377,521,910,69,121,41,427,355	0
41,175,174,490,217,132,424,845,176,901,783	0
19,340,377,521,910,494,712,866,571,41,355	0
385,189,19,840,41,187,660,355,846	0
202,227,311,716,507,376,340,261,311,732,684	0
239,914,6,654,427,725,355	0
132,310,564,490,355,327,378	0
19,840,377,521,910,494,712,244,41,355	0
490,507,38,494,712,36	0
239,133,19,840,521,496,725,642,225,120	0
490,355,638,845,831,388	0
355,275,683,164,197,327,685	0
521,427,725,914,35,588,96,850	0
202,227,423,697,316	0
19,840,807,460,712,494,712,161,642,660,41,355	0
881,490,310,358,194,316	0
746,465,327,135,355,846	0
41,175,174,490,217,132,406,327,810	0
414,19,571,819,402,41,355	0
616,132,266,225,881,225,41,281,720	0
900,19,840,521,427,914,244,41,355	0
239,914,534,840,915,785,723	0
350,340,490,217,132,327,130	0
747,465,714,41,355	0
881,914,195,799,280,441,250	0
438,136,340,164,406,535,539	0
738,38,225,652,340,881,534,316	0
791,96,850,90,506,315,660,355,846	0
490,217,132,350,562,901,783	0
128,465,422,355,95,667	0
842,239,914,402,355,97	0
202,914,173,316,80,723	0
807,460,344,318,643,712,327,161,642	0
646,225,50,310,217,564,225,914	0
807,460,167,712,327,78,642	0
490,355,327,625	0
33,330,498,371	0
132,225,370,474,303,881,646,664	0
355,668,598,340,377,521,518,910	0
650,521,427,227,32,355	0
861,727,38,190,307,667	0
33,242,652,221,151,712,360,733,489	1
128,233,244,355,846	0
266,217,799,197,43,490,914,646	0
302,387,201,828,311,712,41,283,225,47,473	1
90,779,6,660,355,846	0
799,840,132,327,294	0
565,208,26,220,401,8,97,260,335,206	1
684,152,736,440,219,424,845,901,783	0
517,136,591,725,656,295,905,177,832,601	1
521,33,518,910,660,355,846	0
864,448,828,15,611,340,649	1
41,799,280,340,132,523,712,16	0
473,540,911,295,172,355,846	0
41,350,174,132,217,490,97,712,26,563,236	0
33,712,405,310,99,840,77,118,896,696,58	1
807,460,441,410,642,450,192,759,473	0
776,208,156,469,538,41,540,340,41,473	1
128,233,169,526,712,41,789,874,225,398,682	0
861,799,751,179,350,174,490,217,132,424,901,783	0
560,147,799,441,610,225,41,486,48,340,759,473	1
521,427,914,311,316	0
490,523,712,36,80,68	0
33,739,145,537,750,315,610	1
176,473,406,452,355,406,561	0
219,736,861,424,901,783	0
657,402,132,38,793	0
341,632,106,639,828	1
41,216,821,619,41,355,97	0
546,310,217,498,602,553,881,652,596,783	0
